,title,price,link,image_url,Kilométrage,Couleur du véhicule,Etat du véhicule,Boite,Année,Cylindrée,Marque,Modèle,Puissance fiscale,Type de carrosserie,Carburant,Livraison,Cylindrée moto
833,سيارة 206,11500,https://www.tayara.tn/fr/item/67853956ed6f33de58c18058/Voitures/Gafsa/Sidi_Ach/_206/,https://www.tayara.tn/mediaGateway/resize-image?img=ed/ed69aa4a-49ee-4825-bc8e-8e5e70765013&w=300,322,Noir,Avec kilométrage,Manuelle,2003,1.1L,Peugeot,206,5,Autres,Essence,,
834,DACIA DOKKER,25500,https://www.tayara.tn/fr/item/678538ee7041684afec1ea59/Voitures/Sfax/Route_TANIOUR/DACIA_DOKKER_/,https://www.tayara.tn/mediaGateway/resize-image?img=6b/6bf18916-64b6-4206-bf18-a78a8a19c33c&w=300,166266,Gris,Nouveau,Manuelle,2014,1.5L,Dacia,Dokker,6,Autres,Diesel,,
835,b9 importet,32000,https://www.tayara.tn/fr/item/678422a97041684afec11333/Voitures/Sousse/Akouda/b9_importet/,https://www.tayara.tn/mediaGateway/resize-image?img=68/688b7233-39d4-46fc-9c43-f9d3e754b5dc&w=300,195000,Blanc,Avec kilométrage,Manuelle,20086,1.6L,Peugeot,Partner,06,Berline,Diesel,,
836,Glio compus Rouge à vendre,26500,https://www.tayara.tn/fr/item/678422867041684afec112dd/Voitures/La_Manouba/Tebourba/Glio_compus_Rouge_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=5d/5d9987f7-ab51-4d1c-a309-403a18fe915b&w=300,197,Rouge,Avec kilométrage,Manuelle,2010,1.4L,Renault,Clio,4,Compacte,Essence,,
837,Punto selecta,17700,https://www.tayara.tn/fr/item/678420b97041684afec10edf/Voitures/Ben_Arous/Ezzahra/Punto_selecta/,https://www.tayara.tn/mediaGateway/resize-image?img=9b/9b04c1bc-4993-4f0f-b8ae-63ba6b152efa&w=300,160000,Rouge,Avec kilométrage,Manuelle,1998,1.1L,Fiat,Punto,5,Compacte,Essence,,
838,407,25500,https://www.tayara.tn/fr/item/67841ee47041684afec10b73/Voitures/Sfax/Sakiet_Ezzit/407/,https://www.tayara.tn/mediaGateway/resize-image?img=ac/ac5005b4-5016-4e3a-b763-8748a04772ca&w=300,250000,Gris,Nouveau,Manuelle,2007,1.6L,Peugeot,407,9,Compacte,Essence,,
839,nissan micra montage européen,32000,https://www.tayara.tn/fr/item/67841d7d7041684afec108dd/Voitures/Bizerte/Bizerte_Nord/nissan_micra_montage_europen_/,https://www.tayara.tn/mediaGateway/resize-image?img=7f/7f6061d9-962e-4d0b-8bde-4a67c0c9a367&w=300,158000,Blanc,Nouveau,Manuelle,2014,1.2L,Nissan,Micra,5,Autres,Essence,,
840,"À VENDRE : SUZUKI, SWIFT, 2020",35000,https://www.tayara.tn/fr/item/67841cd67041684afec107b2/Voitures/Sousse/Sousse/_VENDRE_SUZUKI_SWIFT_2020/,https://www.tayara.tn/mediaGateway/resize-image?img=c4/c46543f5-d35b-4bc0-8d28-df2e8029b6e7&w=300,180000,Marron,Avec kilométrage,Manuelle,2020,1.2L,Suzuki,Swift,5,,,,
841,fiat tipo,45000,https://www.tayara.tn/fr/item/678307197041684afebfc7ba/Voitures/Tunis/El_Omrane_Suprieur/fiat_tipo/,https://www.tayara.tn/mediaGateway/resize-image?img=dc/dc2438d8-63a3-4767-9ae0-b8a745a3c821&w=300,115000,Gris,Avec kilométrage,Manuelle,2020,1.4L,Fiat,Tipo,6,Compacte,Essence,,
842,"Peugeot 308 très peu roulé, excellent état, prix négociable!",49000,https://www.tayara.tn/fr/item/6782fc797041684afebfbfe5/Voitures/Ariana/El_Menzah_8/Peugeot_308_trs_peu_roul_excellent_tat_prix_ngociable/,https://www.tayara.tn/mediaGateway/resize-image?img=5f/5f11e5d7-e29f-4e2d-97d9-9b22c5216c4f&w=300,50000,Gris,Nouveau,Manuelle,2018,1.2L,Peugeot,308,6,Compacte,Essence,,
843,Toyota agya,36000,https://www.tayara.tn/fr/item/6782fb0e7041684afebfbe8c/Voitures/La_Manouba/Tebourba/Toyota_agya/,https://www.tayara.tn/mediaGateway/resize-image?img=45/45c508ab-44d9-405b-8c3c-290a7a888646&w=300,,Argent,,Manuelle,2022,,Toyota,,,,Essence,,
844,A vendre une belle Toyota agya populaire première main,33200,https://www.tayara.tn/fr/item/6782f9527041684afebfbcb4/Voitures/Sousse/Akouda/A_vendre_une_belle_Toyota_agya_populaire_premire_main/,https://www.tayara.tn/mediaGateway/resize-image?img=fa/fa63290f-34c5-4731-90a3-a8a303bc451c&w=300,40000,Orange,,Manuelle,2021,<1.0L,Toyota,,4,,Essence,,
845,BMW X5 3.0 D PACK M,80000,https://www.tayara.tn/fr/item/6782f7be7041684afebfbaca/Voitures/Mdenine/Djerba_Houmt_Souk/BMW_X5_30_D_PACK_M_/,https://www.tayara.tn/mediaGateway/resize-image?img=0e/0e1ed81d-f3ff-44b1-a074-d3a4938af571&w=300,1950001,Gris,Avec kilométrage,Automatique,2008,3.0L,BMW,X5,15,4 x 4,Diesel,,
846,clio 4 TCE,38000,https://www.tayara.tn/fr/item/6782f20e7041684afebfb3b8/Voitures/Tunis/La_Goulette/clio_4_TCE/,https://www.tayara.tn/mediaGateway/resize-image?img=b5/b59683da-b222-4f5f-afb3-6fa2b3b8673c&w=300,90000,Noir,Avec kilométrage,Manuelle,2021,1.2L,Renault,Clio,5,Autres,Essence,,
847,Renault Captur,41000,https://www.tayara.tn/fr/item/6782e79e7041684afebfa468/Voitures/Ariana/Ariana/Renault_Captur_/,https://www.tayara.tn/mediaGateway/resize-image?img=71/714896f1-7c53-4e18-ad7e-923c6466e7cb&w=300,102000,Beige,Nouveau,Manuelle,2014,<1.0L,Renault,Capture,6,Berline,Essence,,
848,Voiture Nissan Micra a vendre,30000,https://www.tayara.tn/fr/item/678249747041684afebe9cc4/Voitures/Tunis/L_Aouina/Voiture_Nissan_Micra_a_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=ff/ff7b8df5-1bc9-46da-9192-dcd4eb3929ca&w=300,113850,Blanc,Avec kilométrage,Manuelle,2015,<1.0L,Nissan,Micra,5,Utilitaire,Essence,,
849,Laguna 3 Phase 2 Siemens,33500,https://www.tayara.tn/fr/item/6782433c7041684afebe9346/Voitures/Ben_Arous/Ezzahra/Laguna_3_Phase_2_Siemens/,https://www.tayara.tn/mediaGateway/resize-image?img=53/539c9df7-5885-4920-8175-0f68c091e879&w=300,210,Gris,Avec kilométrage,Manuelle,,1.5L,Renault,Laguna,6,Berline,Diesel,,
850,ford focus,23000,https://www.tayara.tn/fr/item/67823fb27041684afebe8dfd/Voitures/Monastir/Sayada_Lamta_Bou_Hajar/ford_focus_/,https://www.tayara.tn/mediaGateway/resize-image?img=da/da98c040-cc37-4c28-98a4-b10c830a0073&w=300,200000,Blanc,Avec kilométrage,Manuelle,2009,1.6L,Ford,Focus,6,Berline,Diesel,,
851,polo5 en état parfait,19500,https://www.tayara.tn/fr/item/6780d91fb7de28167ed2bad8/Voitures/Nabeul/Klibia/polo5_en_tat_parfait_/,https://www.tayara.tn/mediaGateway/resize-image?img=84/847d4a10-35d5-4f70-b1bd-33bd20a40159&w=300,240000,Vert,Avec kilométrage,Manuelle,2003,1.2L,Volkswagen,Polo,5,Berline,Essence,,
852,mini coutrymann,51000,https://www.tayara.tn/fr/item/677fa1faf39faeaa98cce54a/Voitures/Sousse/Hammam_Sousse/mini_coutrymann/,https://www.tayara.tn/mediaGateway/resize-image?img=31/31b5238e-65a6-4a8a-aa3e-3438e0f358fe&w=300,203000,Blanc,Avec kilométrage,Manuelle,2013,1.6L,mini,Country Man,6,Utilitaire,Diesel,,
853,GREAT WALL POER,82000000,https://www.tayara.tn/fr/item/677fa1cdf39faeaa98cce512/Voitures/Sousse/Hammam_Sousse/GREAT_WALL_POER/,https://www.tayara.tn/mediaGateway/resize-image?img=20/20df3bf0-3ab8-4875-b8ee-5f23f1b63f13&w=300,136.000,Noir,Avec kilométrage,Manuelle,2021,2.0L,Autres,Autres,11,Pick up,Diesel,,
854,Voiture Classe C180,63000,https://www.tayara.tn/fr/item/677fa19cf39faeaa98cce4dd/Voitures/Ariana/Ennasr/Voiture_Classe_C180/,https://www.tayara.tn/mediaGateway/resize-image?img=bd/bdfb649c-cd00-4008-bc89-3b14dcc47188&w=300,126000,Bleu,RS,Manuelle,2012,,Mercedes-Benz,Classe C,9,Autres,Essence,,
855,"C3 Citadine impeccable, première main -87 000 KM",37000,https://www.tayara.tn/fr/item/677f9c90b7de28167ed1f0af/Voitures/Tunis/Ain_Zaghouan_Nord/C3_Citadine_impeccable_premire_main_87_000_KM/,https://www.tayara.tn/mediaGateway/resize-image?img=f9/f95927b4-992a-435d-bf7c-e352d87a3d50&w=300,87000,Blanc,Avec kilométrage,Manuelle,2017,1.2L,Citroen,C3,4,Autres,Essence,,
856,IVECO DAILY,23000,https://www.tayara.tn/fr/item/677f99dcf39faeaa98ccdbe4/Camions/Monastir/Ksibet_El_Mdiouni/IVECO_DAILY/,https://www.tayara.tn/mediaGateway/resize-image?img=8f/8fa22849-b4e4-4272-bb28-1f2956bc1bab&w=300,,,,,,,,,,,,,
857,TOYOTA Yaris-Corss GR,120000,https://www.tayara.tn/fr/item/677f99c6f39faeaa98ccdbc6/Voitures/Mdenine/Zarzis/TOYOTA_YarisCorss_GR/,https://www.tayara.tn/mediaGateway/resize-image?img=87/875a35b4-13bb-4753-bfa9-efe51dad286c&w=300,9000,Multicolore,Nouveau,Automatique,,1.5L,Toyota,Yaris,5,Compacte,Hybride essence,,
858,T-ROC,72500,https://www.tayara.tn/fr/item/677e6ca9f39faeaa98cc22af/Voitures/Ben_Arous/Ben_Arous/TROC/,https://www.tayara.tn/mediaGateway/resize-image?img=f8/f89277e1-cde4-4014-9699-e4e7afcf73dc&w=300,83,Blanc,Avec kilométrage,Manuelle,2020,<1.0L,Volkswagen,T-ROC,6,Berline,Essence,,
859,Suzuki Swift,41000,https://www.tayara.tn/fr/item/677d2301f39faeaa98cb458a/Voitures/Tunis/El_Manar_2/Suzuki_Swift/,https://www.tayara.tn/mediaGateway/resize-image?img=16/16a41dd3-8c4e-489e-91a4-8684696a9f09&w=300,67000,Gris,Avec kilométrage,Manuelle,2022,1.2L,Suzuki,Swift,5,Compacte,Essence,,
860,Peugeot 208,28000,https://www.tayara.tn/fr/item/677d1ffcf39faeaa98cb4235/Voitures/Tunis/L_Aouina/Peugeot_208/,https://www.tayara.tn/mediaGateway/resize-image?img=8e/8e035926-326b-4458-a4b0-4e6e2b8547ae&w=300,175000,Gris,Avec kilométrage,Manuelle,2017,1.2L,Peugeot,208,5,Compacte,Essence,,
861,Dacia Nouveau à vendre,55500,https://www.tayara.tn/fr/item/677d1fa5f39faeaa98cb41e3/Voitures/Kairouan/Kairouan/Dacia_Nouveau_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=18/18aef92b-8a73-46be-a729-a4187e2db278&w=300,340000,Blanc,Nouveau,Manuelle,2020,1.5L,Dacia,Lodgy,6,Berline,Diesel,,
862,MERCEDES CLS 280 DESIGNO BOITE AUTO TEL 22801802,54500,https://www.tayara.tn/fr/item/677bf0beb7de28167ecf8d12/Voitures/Ariana/Ennasr/MERCEDES_CLS_280_DESIGNO_BOITE_AUTO_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=de/dea2e538-16de-453a-9575-76c8990a79ac&w=300,178000,Noir,Avec kilométrage,Automatique,2009,3.0L,Mercedes-Benz,Classe CLS,15,Berline,Essence,,
863,Bmw serie 1,37500,https://www.tayara.tn/fr/item/677beebcb7de28167ecf8ad2/Voitures/Ariana/Ariana/Bmw_serie_1_/,https://www.tayara.tn/mediaGateway/resize-image?img=49/49a05521-87fc-4c7e-b45a-83613b7d1366&w=300,192000,Noir,Nouveau,Automatique,2011,1.6L,BMW,Serie 1,7,Berline,Essence,,
864,MERCEDES CLA 200 BOITE MANUELLE IMPORTEE TEL 22801802,59900,https://www.tayara.tn/fr/item/677beadbf39faeaa98ca77f0/Voitures/Ariana/Ennasr/MERCEDES_CLA_200_BOITE_MANUELLE_IMPORTEE_TEL_22801802/,https://www.tayara.tn/mediaGateway/resize-image?img=de/de2a8af6-8596-4395-8768-47c4a86857ae&w=300,316000,Blanc,Avec kilométrage,Manuelle,2015,1.6L,Mercedes-Benz,Classe CLA,8,Berline,Essence,,
865,Très belle Range Rover Evoque Dynamic unique en options,135000,https://www.tayara.tn/fr/item/677be901b7de28167ecf8495/Voitures/Ariana/Ennasr/Trs_belle_Range_Rover_Evoque_Dynamic_unique_en_options/,https://www.tayara.tn/mediaGateway/resize-image?img=fb/fb594406-76b2-4898-8d75-7a9fb113d476&w=300,140000,Blanc,Avec kilométrage,Automatique,2018,2.0L,Land Rover,Range Rover Evoque,10,4 x 4,Diesel,,
866,corsa E,25000,https://www.tayara.tn/fr/item/677aa675f39faeaa98c99c8e/Voitures/Monastir/Moknine/corsa_E/,https://www.tayara.tn/mediaGateway/resize-image?img=30/3096bf64-38c1-4d9b-872b-2a51c1153e7b&w=300,191000,Gris,Avec kilométrage,Manuelle,2016,1.2L,Opel,Corsa,5,Compacte,Essence,,
867,Mercedes C180,45000,https://www.tayara.tn/fr/item/677aa225b7de28167ecea991/Voitures/La_Manouba/La_Manouba/Mercedes_C180_/,https://www.tayara.tn/mediaGateway/resize-image?img=b7/b7a30567-eba4-4365-8a9d-29d5e65bc4b1&w=300,220000,Gris,Avec kilométrage,Manuelle,2010,1.8L,Mercedes-Benz,Classe C,9,,Essence,,
868,Isuzu Dmax 4 portes,115000,https://www.tayara.tn/fr/item/677a9d89f39faeaa98c9956b/Voitures/Mahdia/Sidi_Alouane/Isuzu_Dmax_4_portes_/,https://www.tayara.tn/mediaGateway/resize-image?img=9e/9e0c7dd0-9638-465a-b11d-8d30f8ad3a81&w=300,180000,Gris,Avec kilométrage,Manuelle,2021,1.9L,Isuzu,D-MAX,8,Pick up,Diesel,,
869,Voiture berlingo citröen,15000000,https://www.tayara.tn/fr/item/67791ca5f39faeaa98c8afdf/Voitures/Ariana/Mnihla/Voiture_berlingo_citren/,https://www.tayara.tn/mediaGateway/resize-image?img=7c/7c0d8e59-c40f-462d-ab7b-43f2faccc5e0&w=300,245000,Blanc,Avec kilométrage,Manuelle,2007,>4.0L,Citroen,Berlingo,180,Autres,Diesel,,
870,KIA Picanto GT-Line,43000,https://www.tayara.tn/fr/item/677918dcb7de28167ecdbbd7/Voitures/Sousse/Hammam_Sousse/KIA_Picanto_GTLine/,https://www.tayara.tn/mediaGateway/resize-image?img=92/922bc938-4c7d-4495-bfaf-3a70fa998daa&w=300,52000,Blanc,Avec kilométrage,Automatique,2019,1.2L,Kia,Picanto,5,Compacte,Essence,,
871,Chevrolet Sonic,39500,https://www.tayara.tn/fr/item/677914f7b7de28167ecdb85c/Voitures/Sousse/Hergla/Chevrolet_Sonic/,https://www.tayara.tn/mediaGateway/resize-image?img=c6/c600d67e-b095-498a-bdb4-b4391e259b7b&w=300,84000,Blanc,Avec kilométrage,Manuelle,2022,1.2L,Chevrolet,Aveo,5,Berline,Essence,,
872,fiat 500 by Gucci,27000,https://www.tayara.tn/fr/item/67772ea2f39faeaa98c7975b/Voitures/Bizerte/Bizerte/fiat_500_by_Gucci_/,https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fad6419-3bcb-4b85-b19f-199b0893aae0&w=300,180214,Blanc,Avec kilométrage,Manuelle,2012,1.2L,Fiat,500X,4,Compacte,Essence,,
873,Audi Q5,58000,https://www.tayara.tn/fr/item/67772b6cf39faeaa98c79687/Voitures/Tunis/Lac_2/Audi_Q5/,https://www.tayara.tn/mediaGateway/resize-image?img=e2/e2385441-168f-47b2-a65e-f7fba7c7ae84&w=300,95000,Blanc,Avec kilométrage,Automatique,2014,2.3L,Audi,Q5,14,4 x 4,Essence,,
874,"voiture megane 3 a vendre 
telephone: 24045055",28500,https://www.tayara.tn/fr/item/67772974f39faeaa98c795db/Voitures/Kasserine/Kasserine_Sud/voiture_megane_3_a_vendre_telephone_24045055/,https://www.tayara.tn/mediaGateway/resize-image?img=28/2885bccf-0db9-4453-b21a-beeaa76efd9a&w=300,300000,Doré,Avec kilométrage,Manuelle,2010,>4.0L,Renault,Megane,7,Autres,Essence,,
875,peugeot 3008,37000,https://www.tayara.tn/fr/item/677718b9f39faeaa98c78eba/Voitures/Ben_Arous/Mornag/peugeot_3008_/,https://www.tayara.tn/mediaGateway/resize-image?img=c2/c2eaae1f-cb72-4177-8b34-6ef7abfba88d&w=300,320000,Noir,Avec kilométrage,Manuelle,2010,1.6L,Peugeot,3008,6,Berline,Diesel,,
876,BMW série 1 Pack sport BVA,56000,https://www.tayara.tn/fr/item/6775c85bf39faeaa98c6a39b/Voitures/La_Manouba/La_Manouba/BMW_srie_1_Pack_sport_BVA_/,https://www.tayara.tn/mediaGateway/resize-image?img=a4/a4d44957-36d6-44d9-b7a6-63d04876648d&w=300,190,Blanc,Avec kilométrage,Automatique,2013,1.6L,BMW,Serie 1,7,Compacte,Essence,,
877,Mbk Ovetto,16000,https://www.tayara.tn/fr/item/67725b78b7de28167ec9dadf/Motos/Mahdia/Ksour_Essef/Mbk_Ovetto_/,https://www.tayara.tn/mediaGateway/resize-image?img=03/034cf06b-067e-469e-a505-e98d922ed0ad&w=300,12000,Bleu,Avec kilométrage,Manuelle,2014,,,,,,,,50
878,voiture Ford focus Ecoboost,37500,https://www.tayara.tn/fr/item/67702788f39faeaa98c3c6ae/Voitures/Tunis/El_Manar_2/voiture_Ford_focus_Ecoboost_/,https://www.tayara.tn/mediaGateway/resize-image?img=3a/3ab1c995-db01-42b7-935a-bd75a896f566&w=300,118000,Blanc,Avec kilométrage,Manuelle,2017,<1.0L,Ford,Focus,6,Berline,Essence,,
879,Peugeot 407 SW tt option,27500,https://www.tayara.tn/fr/item/67702767b7de28167ec8d3b9/Voitures/Sousse/Hammam_Sousse/Peugeot_407_SW_tt_option/,https://www.tayara.tn/mediaGateway/resize-image?img=a0/a0026f44-1cdf-4c5b-be6b-863e7cad656c&w=300,335000,Marron,Avec kilométrage,Manuelle,2008,1.6L,Peugeot,407 SW,06,Berline,Diesel,,
880,Jambo NBR,73000,https://www.tayara.tn/fr/item/677025e1f39faeaa98c3c597/Camions/Nabeul/Menzel_Temime/Jambo_NBR_/,https://www.tayara.tn/mediaGateway/resize-image?img=ec/ec3948f0-d2ea-4c84-b337-fd6c715274a7&w=300,,,,,,,,,,,,,
881,Peugeot à vendre,26499,https://www.tayara.tn/fr/item/67702113f39faeaa98c3c201/Voitures/Mahdia/Mahdia/Peugeot_vendre/,https://www.tayara.tn/mediaGateway/resize-image?img=70/703b6cdc-b694-4710-bae5-2c826d6b0c1e&w=300,212000,Gris,Avec kilométrage,Automatique,2019,1.2L,Peugeot,208,5,Compacte,Essence,,
882,Pièces Moteur Opel Astra G essence,11111,https://www.tayara.tn/fr/item/676e83bcf39faeaa98c2dac2/Voitures/Tunis/Tunis/Pices_Moteur_Opel_Astra_G_essence/,https://www.tayara.tn/mediaGateway/resize-image?img=4f/4f196d8a-6e49-4598-af99-d732c18454f3&w=300,0,Gris,Avec kilométrage,Manuelle,2004,1.4L,Opel,Astra,5,Berline,Essence,,
883,DACIA DOKKER,36000,https://www.tayara.tn/fr/item/676e7605f39faeaa98c2d055/Voitures/Sfax/Sfax/DACIA_DOKKER_/,https://www.tayara.tn/mediaGateway/resize-image?img=0f/0fe1123c-582e-4472-8f73-d8f595885922&w=300,118000,Gris,Avec kilométrage,Manuelle,2022,1.5L,Dacia,Dokker,6,Utilitaire,Diesel,,
884,Kia Rio premiere main,44900,https://www.tayara.tn/fr/item/676e73ffb7de28167ec7d9dd/Voitures/Tunis/Tunis/Kia_Rio_premiere_main/,https://www.tayara.tn/mediaGateway/resize-image?img=3d/3d0b99e9-f76e-47c5-b184-bf27002208f4&w=300,54000,Rouge,,,2018,1.2L,,,5,,Essence,,
885,Ford Fiesta,43000,https://www.tayara.tn/fr/item/676c6454f39faeaa98c1cc04/Voitures/Nabeul/Hammamet/Ford_Fiesta_/,https://www.tayara.tn/mediaGateway/resize-image?img=eb/eb645ebe-07b9-447c-89f6-a57a4a8631be&w=300,167000,Noir,Nouveau,Manuelle,2019,1.1L,Ford,Fiesta,4,Compacte,Essence,,
886,Iveco 35 .10,1400000,https://www.tayara.tn/fr/item/676c5212b7de28167ec6c886/Camions/Zaghouan/Bir_Mchergua/Iveco_35_10_/,https://www.tayara.tn/mediaGateway/resize-image?img=87/87629af9-090f-4629-9f9d-5a34e75efecc&w=300,,,,,,,,,,,,,
887,citreon c3,32500,https://www.tayara.tn/fr/item/676acdf5b7de28167ec5dad1/Voitures/Tunis/Le_Bardo/citreon_c3/,https://www.tayara.tn/mediaGateway/resize-image?img=20/20d8e11f-e5f4-4259-8b53-a3f74d784f27&w=300,165,Autre,Avec kilométrage,Manuelle,2017,1.2L,Citroen,C3,4,Autres,Essence,,
888,A VENDRE,13499,https://www.tayara.tn/fr/item/67694bbcf39faeaa98bfd463/Bateaux/Nabeul/Menzel_Bouzelfa/A_VENDRE/,https://www.tayara.tn/mediaGateway/resize-image?img=7e/7ec64454-f2da-4974-a46b-e21c08c517ee&w=300,,,,,,,,,,,,,
889,"À VENDRE : SUZUKI, SWIFT, 2021 – Voiture de Société – 30 000 DT",30000,https://www.tayara.tn/fr/item/67694735f39faeaa98bfd071/Voitures/Tunis/Centre_Ville_Lafayette/_VENDRE_SUZUKI_SWIFT_2021_Voiture_de_Socit_30_000_DT/,https://www.tayara.tn/mediaGateway/resize-image?img=4a/4ae5f401-bb67-4d40-8562-0a27d48057b9&w=300,76000,Marron,Avec kilométrage,Manuelle,2021,1.2L,Suzuki,Swift,5,,Essence,,
890,"À VENDRE : SUZUKI, DZIRE, 2020 – Voiture de Société – 30 000 DT",30000,https://www.tayara.tn/fr/item/67694681b7de28167ec4dc45/Voitures/Tunis/Centre_Ville_Lafayette/_VENDRE_SUZUKI_DZIRE_2020_Voiture_de_Socit_30_000_DT/,https://www.tayara.tn/mediaGateway/resize-image?img=d4/d494eb69-a5cd-4641-9dd3-3f33504437e1&w=300,109000,Marron,Avec kilométrage,Manuelle,2020,1.2L,Suzuki,,5,,Essence,,
891,FIAT PANDA,27500,https://www.tayara.tn/fr/item/6767edc2b7de28167ec41729/Voitures/Sousse/Sousse/FIAT_PANDA/,https://www.tayara.tn/mediaGateway/resize-image?img=13/135da392-c75e-4c04-9c52-d1a9c2e86368&w=300,293000,Rouge,,Manuelle,2013,1.2L,Fiat,Panda,4,,Essence,,
892,Hyundai i10,28500,https://www.tayara.tn/fr/item/6767eb96b7de28167ec415c5/Voitures/Sousse/Sousse/Hyundai_i10/,https://www.tayara.tn/mediaGateway/resize-image?img=22/2214ea61-c9d4-40dc-ae37-a639566caa03&w=300,170000,Rouge,Avec kilométrage,Manuelle,2014,1.2L,Hyundai,Grand i10,5,Compacte,Essence,,
893,Chery Tiggo 8 Pro 1.6,114999,https://www.tayara.tn/fr/item/6767e8b1b7de28167ec41395/Voitures/Tunis/Tunis/Chery_Tiggo_8_Pro_16/,https://www.tayara.tn/mediaGateway/resize-image?img=71/71d9a4f9-fae8-4c60-891e-fa9f99a6c865&w=300,2554,Noir,Nouveau,Automatique,2023,1.6L,Chery,Tiggo,11,4 x 4,Essence,,
894,golf 6,36000,https://www.tayara.tn/fr/item/6767e672b7de28167ec41246/Voitures/Tunis/Tunis/golf_6_/,https://www.tayara.tn/mediaGateway/resize-image?img=22/22cad8e2-2dcf-436a-949d-65b48689be3e&w=300,349,Blanc,Avec kilométrage,Automatique,2011,1.6L,Volkswagen,Golf 6,5,Compacte,Diesel,,
895,Sportage 04/2024,145000,https://www.tayara.tn/fr/item/6765ee3fb7de28167ec33c08/Voitures/Ben_Arous/Ben_Arous/Sportage_042024/,https://www.tayara.tn/mediaGateway/resize-image?img=e6/e6c82d51-c501-40fd-a691-48e3c2097b9f&w=300,4,Noir,Nouveau,Automatique,2024,1.6L,Kia,Sportage,10,4 x 4,Essence,,
896,suzuki celerio,26000,https://www.tayara.tn/fr/item/6765ee0ef39faeaa98be2eb0/Voitures/Mdenine/Djerba_Houmt_Souk/suzuki_celerio/,https://www.tayara.tn/mediaGateway/resize-image?img=91/91886990-0f49-453f-b322-5c627bd1ee4f&w=300,170000,Bleu,Avec kilométrage,Manuelle,2020,3.0L,Suzuki,Celerio,4,Compacte,Essence,,
897,Berlingo 1.6 Hdi,38500,https://www.tayara.tn/fr/item/6761dac7f39faeaa98bbcf02/Voitures/Sfax/Sakiet_Ezzit/Berlingo_16_Hdi/,https://www.tayara.tn/mediaGateway/resize-image?img=c7/c7b230ab-3cbd-44a8-9e34-ecd10993f7f6&w=300,106000,Blanc,Avec kilométrage,Manuelle,2015,1.6L,Citroen,Berlingo,5,Utilitaire,Diesel,,
898,"Opel corsa D Première main, disponible samedi après-midi et dimanche",27500,https://www.tayara.tn/fr/item/6765e84cb7de28167ec33898/Voitures/Tunis/Le_Bardo/Opel_corsa_D_Premire_main_disponible_samedi_aprsmidi_et_dimanche/,https://www.tayara.tn/mediaGateway/resize-image?img=b8/b86375ca-3c45-415e-9629-218b36e32d8d&w=300,116500,Noir,Avec kilométrage,Manuelle,2010,1.2L,Opel,Corsa,5,Compacte,Essence,,
899,KTM 990,41000,https://www.tayara.tn/fr/item/6765e77df39faeaa98be2b09/Motos/Mdenine/Autres_Villes/KTM_990/,https://www.tayara.tn/mediaGateway/resize-image?img=3d/3d8f0597-75e4-4398-8e89-2abdea25e35d&w=300,13000,Orange,Nouveau,Manuelle,2010,,,,,,,,900
900,camion Iveco daily c12,33000,https://www.tayara.tn/fr/item/6765df58f39faeaa98be2553/Camions/Monastir/Monastir/camion_Iveco_daily_c12/,https://www.tayara.tn/mediaGateway/resize-image?img=98/9802d6da-02bf-4553-80ff-fc95c3d96f27&w=300,,,,,,,,,,,,,
901,Peugeot 207 Essence,27000,https://www.tayara.tn/fr/item/6765d7b4b7de28167ec32cba/Voitures/Ben_Arous/El_Mourouj_6/Peugeot_207_Essence_/,https://www.tayara.tn/mediaGateway/resize-image?img=33/3329a457-57d7-49c6-b9f8-3927a66bf965&w=300,180000,Gris,,Manuelle,2008,,Peugeot,207,6,,Essence,,
902,fiat Doblo mazout 58 303 478,19500,https://www.tayara.tn/fr/item/67648397b7de28167ec26d08/Voitures/Bja/Bja_Nord/fiat_Doblo_mazout_58_303_478/,https://www.tayara.tn/mediaGateway/resize-image?img=77/77ea00d5-5de8-4875-8588-685d0335ddb7&w=300,245,Blanc,Nouveau,Manuelle,2015,1.3L,Fiat,Doblo,5,Compacte,Diesel,,
903,Mercedes GLC 300 E 4MATIC AMG,235000,https://www.tayara.tn/fr/item/67648004b7de28167ec26a1b/Voitures/Ben_Arous/Ben_Arous/Mercedes_GLC_300_E_4MATIC_AMG/,https://www.tayara.tn/mediaGateway/resize-image?img=ad/adf32920-66dc-4c37-b2fa-ccf02f244cc0&w=300,46000,Gris,Avec kilométrage,Automatique,2020,1.9L,Mercedes-Benz,Classe GLC,12,Autres,Hybride essence,,
904,Fiat Panda,230000,https://www.tayara.tn/fr/item/67647fc4f39faeaa98bd5aff/Voitures/Tunis/Manar/Fiat_Panda_/,https://www.tayara.tn/mediaGateway/resize-image?img=59/59027dce-d266-40fe-a180-171e75328a44&w=300,170,Bleu,Avec kilométrage,Manuelle,2009,,Fiat,,,,Essence,,
