mileage,year,transmission,gearbox,fuel_type,location,brand,model,exterior_color,interior_color,upholstery,seats,doors,fiscal_power,engine_displacement,age,mileage_per_year,seats_per_doors,mileage_efficiency,engine_fiscal_interaction
0.19762845849802368,2021.0,2,0,2,19,50,276,9,5,5,5.0,5.0,0.09090909090909091,0.09867234879527945,0.1,0.39473684210526316,0.2857142857142857,0.004294946651254478,0.03632481403199384
0.22134387351778653,2021.0,2,1,2,19,28,246,4,5,0,5.0,5.0,0.022727272727272735,0.04917226684150139,0.1,0.4421052631578947,0.2857142857142857,0.002808101467744467,0.010347644549332848
0.21739130434782605,2021.0,2,1,2,19,49,312,3,5,5,5.0,5.0,0.022727272727272735,0.016718570726110465,0.1,0.43421052631578944,0.2857142857142857,0.0022534089417197965,0.00606854341990949
0.3162055335968379,2019.0,2,1,2,1,43,188,10,5,5,5.0,5.0,0.04545454545454544,0.034912309457465984,0.15000000000000002,0.4210526315789474,0.2857142857142857,0.001511584806687916,0.013269535825585566
0.33596837944664026,2014.0,2,0,2,19,4,269,3,3,4,5.0,4.0,0.06818181818181818,0.11473528929683655,0.275,0.24401913875598086,0.40476190476190477,0.0023601970680646876,0.03280644199224575
0.20553359683794464,2018.0,2,0,0,19,40,7,9,5,5,5.0,5.0,0.04545454545454544,0.11506310440911324,0.17500000000000002,0.2345864661654135,0.2857142857142857,0.004427827803946085,0.025951235536422063
0.20948616600790512,2019.0,2,0,2,19,49,58,3,5,5,5.0,5.0,0.04545454545454544,0.04950008195377806,0.15000000000000002,0.27894736842105267,0.2857142857142857,0.00302380053022345,0.015577657040850288
0.3162055335968379,2017.0,2,0,0,19,30,115,2,1,1,5.0,5.0,0.09090909090909091,0.34436977544664804,0.2,0.3157894736842105,0.2857142857142857,0.005588378571266403,0.0881581279148675
0.16798418972332013,2021.0,2,1,2,19,27,244,10,5,5,5.0,5.0,0.09090909090909091,0.06589083756761185,0.1,0.3355263157894737,0.2857142857142857,0.004396561650371589,0.029409095034945987
0.13833992094861658,2019.0,0,1,2,17,35,5,10,5,4,5.0,5.0,0.04545454545454544,0.09867234879527945,0.15000000000000002,0.18421052631578946,0.2857142857142857,0.006515960203385615,0.02335784091252912
0.04309881422924901,2023.0,0,0,2,0,41,194,3,6,1,5.0,5.0,0.2954545454545454,0.17800360596623502,0.05,0.17216842105263158,0.2857142857142857,0.030543897637421904,0.13024027801190366
0.2924901185770751,2019.0,0,1,0,19,9,63,7,5,6,5.0,4.0,0.04545454545454544,0.09867234879527945,0.15000000000000002,0.3894736842105263,0.40476190476190477,0.002614179638830915,0.02335784091252912
0.06719367588932805,2019.0,2,1,2,19,36,100,7,2,2,5.0,4.0,0.022727272727272735,0.09867234879527945,0.15000000000000002,0.08947368421052632,0.40476190476190477,0.01435483156384845,0.016874354352796758
0.037549407114624504,2022.0,0,0,0,19,37,183,6,5,1,5.0,4.0,0.09090909090909091,0.2461891493197836,0.07500000000000001,0.09999999999999999,0.40476190476190477,0.04275354973815679,0.06744554951870918
0.23715415019762842,2017.0,0,0,0,19,26,307,5,0,1,5.0,5.0,0.11363636363636365,0.1804622193083101,0.2,0.23684210526315788,0.2857142857142857,0.0048678858879431216,0.0622198593515649
0.0,2024.0,0,0,6,0,34,142,10,2,1,5.0,4.0,0.1590909090909091,0.18062612686444843,0.025,0.0,0.40476190476190477,0.004294946651254478,0.07954805776354291
0.21739130434782605,2021.0,0,0,2,4,22,150,12,5,5,5.0,4.0,0.022727272727272735,0.04900835928536304,0.1,0.43421052631578944,0.40476190476190477,0.002872151909071077,0.010326032927467076
0.07905138339920947,2022.0,2,0,2,1,4,265,6,5,1,5.0,5.0,0.06818181818181818,0.09867234879527945,0.07500000000000001,0.2105263157894737,0.2857142857142857,0.012068494083713455,0.02984132747226148
0.24505928853754938,2017.0,2,1,2,1,33,5,12,1,1,5.0,5.0,0.04545454545454544,0.09867234879527945,0.2,0.24473684210526314,0.2857142857142857,0.003291908272872674,0.02335784091252912
0.27470355731225293,2015.0,2,0,2,19,34,92,10,5,1,5.0,2.0,0.1818181818181818,0.09867234879527945,0.25,0.21947368421052632,1.0,0.0028409018077729426,0.06225876027092329
0.1067193675889328,2022.0,2,1,2,19,22,164,4,5,5,5.0,5.0,0.022727272727272735,0.04917226684150139,0.07500000000000001,0.28421052631578947,0.2857142857142857,0.006777363444500638,0.010347644549332848
0.12252964426877469,2021.0,2,0,2,1,19,158,10,3,4,5.0,4.0,0.11363636363636365,0.09834453368300278,0.1,0.24473684210526314,0.40476190476190477,0.007460089978592614,0.04273049875300941
0.10474308300395256,2008.0,2,0,0,19,34,95,3,3,1,5.0,4.0,0.25,0.42648746107195545,0.42500000000000004,0.04922600619195046,0.40476190476190477,0.021928024894274634,0.2113789511447676
0.07905138339920947,2021.0,2,0,2,19,50,147,10,4,3,5.0,5.0,0.09090909090909091,0.09867234879527945,0.1,0.15789473684210525,0.2857142857142857,0.012068494083713455,0.03632481403199384
0.41501976284584974,2019.0,2,1,2,19,0,200,5,1,5,4.0,2.0,0.022727272727272735,0.08195377806916898,0.15000000000000002,0.5526315789473684,0.7619047619047619,0.0014125646191554026,0.014669968922487757
0.11067193675889327,2019.0,1,0,6,17,34,139,3,5,2,5.0,4.0,0.09090909090909091,0.07113587936403867,0.15000000000000002,0.1473684210526316,0.40476190476190477,0.007330331839167031,0.030515610074473648
0.14822134387351776,2018.0,2,1,2,19,14,285,7,5,5,5.0,5.0,0.022727272727272735,0.06589083756761185,0.17500000000000002,0.16917293233082706,0.2857142857142857,0.005101092310916891,0.012552029979641851
0.13833992094861658,2019.0,2,1,2,19,43,165,5,5,5,5.0,5.0,0.0,0.016554663169972117,0.15000000000000002,0.18421052631578946,0.2857142857142857,0.00404323178201295,0.0017289297492619638
0.18972332015810275,2014.0,0,0,2,19,43,188,7,5,5,5.0,5.0,0.04545454545454544,0.04950008195377806,0.275,0.13779904306220098,0.2857142857142857,0.003431219158759036,0.015577657040850288
0.4940711462450592,2019.0,2,1,0,14,50,145,6,2,0,5.0,5.0,0.022727272727272735,0.11473528929683655,0.15000000000000002,0.6578947368421052,0.2857142857142857,0.0013209601490941718,0.018992293295642663
0.17786561264822132,2018.0,2,0,2,19,34,91,10,1,1,5.0,5.0,0.11363636363636365,0.11489919685297492,0.17500000000000002,0.20300751879699247,0.2857142857142857,0.005250805076282767,0.046659491608207225
0.15810276679841895,2021.0,0,0,6,19,34,142,7,5,1,5.0,4.0,0.1590909090909091,0.18062612686444843,0.1,0.3157894736842105,0.40476190476190477,0.007749856621236247,0.07954805776354291
0.375494071146245,2011.0,2,0,2,19,34,89,10,5,5,5.0,4.0,0.1590909090909091,0.14751680052450414,0.35000000000000003,0.21428571428571427,0.40476190476190477,0.002382017552085625,0.06994385300639272
0.2509881422924901,2019.0,2,0,2,19,28,259,7,5,1,5.0,5.0,0.09090909090909091,0.13128995246680872,0.15000000000000002,0.33421052631578946,0.2857142857142857,0.003734543931714128,0.043205954434056455
0.7490118577075098,2012.0,2,0,2,1,28,211,5,2,4,5.0,4.0,0.13636363636363638,0.18029831175217173,0.325,0.46032388663967605,0.40476190476190477,0.0009339300129107367,0.07081696252977
0.4762845849802371,2008.0,2,0,2,1,2,28,3,1,4,5.0,4.0,0.1590909090909091,0.17800360596623502,0.42500000000000004,0.2238390092879257,0.40476190476190477,0.0019567897379597623,0.07878732867386766
0.24308300395256915,2022.0,2,1,0,1,9,173,3,5,5,3.0,3.0,0.06818181818181818,0.18029831175217173,0.07500000000000001,0.6473684210526316,0.2857142857142857,0.0047247037450814785,0.044908950237079484
0.005928853754940711,2023.0,2,0,2,19,2,227,5,5,5,5.0,5.0,0.11363636363636365,0.18029831175217173,0.05,0.02368421052631579,0.2857142857142857,0.22920958569706762,0.062180958432206494
0.13833992094861658,2019.0,2,1,2,1,50,146,3,5,5,5.0,4.0,0.04545454545454544,0.016554663169972117,0.15000000000000002,0.18421052631578946,0.40476190476190477,0.00404323178201295,0.010364933846825469
0.06521739130434782,2022.0,2,1,2,0,12,48,12,5,5,5.0,4.0,0.06818181818181818,0.11473528929683655,0.07500000000000001,0.17368421052631577,0.40476190476190477,0.015842721490314755,0.03280644199224575
0.35573122529644263,2014.0,2,1,2,10,15,129,10,2,5,5.0,5.0,0.06818181818181818,0.11424356662842158,0.275,0.2583732057416268,0.2857142857142857,0.0021740158085712257,0.032715673180409494
0.17786561264822132,2019.0,2,0,3,0,2,231,10,5,2,7.0,5.0,0.31818181818181823,0.3391247336502212,0.15000000000000002,0.23684210526315788,0.47619047619047616,0.010502268230655053,0.21529497702684594
0.29841897233201575,2017.0,0,0,0,19,34,89,10,5,5,5.0,4.0,0.06818181818181818,0.18062612686444843,0.2,0.2980263157894737,0.40476190476190477,0.0036886213916219155,0.04496946277830365
0.08695652173913043,2021.0,2,1,2,17,50,147,10,5,5,5.0,4.0,0.022727272727272735,0.016554663169972117,0.1,0.17368421052631577,0.40476190476190477,0.006956797741763158,0.006046931798043715
0.7905138339920947,2015.0,2,1,0,1,38,233,3,1,0,5.0,5.0,0.022727272727272735,0.09227995410588427,0.25,0.631578947368421,0.2857142857142857,0.00037448756281766645,0.01603150110003155
0.22727272727272724,2019.0,2,1,2,19,28,246,12,5,5,5.0,5.0,0.022727272727272735,0.04933617439763974,0.15000000000000002,0.3026315789473684,0.2857142857142857,0.0027147008736802085,0.010369256171198623
0.3517786561264822,2013.0,0,0,0,19,30,237,10,5,1,5.0,5.0,0.2954545454545454,0.343386330109818,0.30000000000000004,0.23421052631578948,0.2857142857142857,0.004921876943560159,0.2043811079846298
0.15810276679841895,2019.0,0,0,4,17,34,89,6,1,1,5.0,5.0,0.1590909090909091,0.09818062612686443,0.15000000000000002,0.2105263157894737,0.2857142857142857,0.00557758197761021,0.05563263700687681
0.23715415019762842,2019.0,2,0,3,19,22,290,3,5,4,5.0,4.0,0.06818181818181818,0.11473528929683655,0.15000000000000002,0.3157894736842105,0.40476190476190477,0.0037133701396408797,0.03280644199224575
0.19762845849802368,2017.0,2,0,2,19,2,227,7,2,5,5.0,5.0,0.06818181818181818,0.14768070808064251,0.2,0.19736842105263158,0.2857142857142857,0.005327964732279027,0.0388879523852747
0.2707509881422925,2012.0,0,0,2,19,30,236,3,5,4,5.0,5.0,0.25,0.18062612686444843,0.325,0.16639676113360324,0.2857142857142857,0.004156245886036232,0.11412665274878218
0.13833992094861658,2019.0,2,1,2,1,50,146,3,5,5,5.0,4.0,0.04545454545454544,0.016554663169972117,0.15000000000000002,0.18421052631578946,0.40476190476190477,0.00404323178201295,0.010364933846825469
0.09881422924901184,2019.0,2,0,0,19,30,236,3,5,1,5.0,5.0,0.11363636363636365,0.18062612686444843,0.15000000000000002,0.13157894736842105,0.2857142857142857,0.012932221576208897,0.06225876027092329
0.24308300395256915,2017.0,2,0,2,0,33,108,3,2,1,5.0,4.0,0.11363636363636365,0.18029831175217173,0.2,0.24276315789473685,0.40476190476190477,0.0047247037450814785,0.062180958432206494
0.22727272727272724,2019.0,0,0,0,0,34,89,7,5,2,5.0,4.0,0.09090909090909091,0.11506310440911324,0.15000000000000002,0.3026315789473684,0.40476190476190477,0.003919412958865155,0.039782673530517766
0.41699604743083,2012.0,2,1,0,1,14,118,3,5,5,7.0,4.0,0.09090909090909091,0.21307982297983938,0.325,0.2562753036437247,0.6428571428571428,0.002711582698187004,0.06046067333169084
0.28853754940711457,2019.0,2,0,0,17,34,89,5,5,0,5.0,5.0,0.09090909090909091,0.18062612686444843,0.15000000000000002,0.38421052631578945,0.2857142857142857,0.0038453350798184943,0.05361411152461348
0.07312252964426877,2019.0,2,0,2,19,0,138,10,5,5,5.0,5.0,0.06818181818181818,0.08211768562530733,0.15000000000000002,0.09736842105263158,0.2857142857142857,0.012175876420618294,0.026785444140440963
0.2608695652173913,2017.0,2,0,2,1,34,91,10,5,1,5.0,5.0,0.11363636363636365,0.11506310440911324,0.2,0.26052631578947366,0.2857142857142857,0.0033003513568657873,0.04669839252756562
0.011857707509881422,2024.0,2,0,2,19,38,171,10,5,1,5.0,5.0,0.04545454545454544,0.016718570726110465,0.025,0.09473684210526316,0.2857142857142857,0.05669441452931129,0.010390867793064399
0.0,2024.0,0,0,6,0,34,142,10,2,1,5.0,4.0,0.1590909090909091,0.18062612686444843,0.025,0.0,0.40476190476190477,0.004294946651254478,0.07954805776354291
0.03952569169960474,2019.0,2,1,4,1,14,17,10,5,0,4.0,2.0,0.0,0.016554663169972117,0.15000000000000002,0.052631578947368425,0.7619047619047619,0.01636985699634076,0.0017289297492619638
0.208498023715415,2019.0,2,1,0,13,28,259,3,5,1,5.0,5.0,0.04545454545454544,0.11506310440911324,0.15000000000000002,0.2776315789473684,0.2857142857142857,0.004352255584405835,0.025951235536422063
0.5118577075098814,2019.0,2,1,0,19,40,215,3,5,4,2.0,3.0,0.022727272727272735,0.10850680216357975,0.15000000000000002,0.681578947368421,0.12698412698412698,0.0011935313307109988,0.018171051664743226
0.2193675889328063,2019.0,2,0,2,0,34,89,5,5,6,5.0,4.0,0.13636363636363638,0.09818062612686443,0.15000000000000002,0.2921052631578947,0.40476190476190477,0.003772041358500481,0.04916211742026392
0.2292490118577075,2015.0,2,1,2,19,43,165,10,2,5,5.0,5.0,0.022727272727272735,0.04917226684150139,0.25,0.1831578947368421,0.2857142857142857,0.0026806697514871343,0.010347644549332848
0.27667984189723316,2021.0,2,0,2,19,4,271,4,5,5,5.0,5.0,0.06818181818181818,0.016718570726110465,0.1,0.5526315789473684,0.2857142857142857,0.0015803745319830885,0.014713192166219304
0.12055335968379445,2021.0,2,0,2,19,35,313,3,3,4,5.0,5.0,0.06818181818181818,0.09834453368300278,0.1,0.24078947368421053,0.2857142857142857,0.007596934376663283,0.029780814931037312
0.001976284584980237,2023.0,2,0,2,0,40,10,3,5,2,5.0,5.0,0.06818181818181818,0.016718570726110465,0.05,0.007894736842105263,0.2857142857142857,0.3446035786944586,0.014713192166219304
0.17245256916996046,2019.0,1,1,0,15,40,215,3,2,5,3.0,2.0,0.022727272727272735,0.1804622193083101,0.15000000000000002,0.22963421052631577,0.5238095238095237,0.007027188485103354,0.027658553663818253
0.37154150197628455,2017.0,2,1,2,19,40,10,10,5,5,5.0,5.0,0.04545454545454544,0.06589083756761185,0.2,0.37105263157894736,0.2857142857142857,0.0015016151861628356,0.018171051664743226
0.2964426877470355,2021.0,2,1,2,19,50,223,10,5,4,5.0,5.0,0.022727272727272735,0.08228159318144565,0.1,0.5921052631578947,0.2857142857142857,0.0023371643349314763,0.014713192166219304
0.3893280632411067,2012.0,2,0,2,0,4,273,3,3,4,5.0,4.0,0.13636363636363638,0.18029831175217173,0.325,0.23927125506072874,0.40476190476190477,0.0026165969856338928,0.07081696252977
0.35573122529644263,2014.0,2,0,2,19,28,80,9,2,5,5.0,5.0,0.09090909090909091,0.11473528929683655,0.275,0.2583732057416268,0.2857142857142857,0.0021797739918545285,0.03971351634054729
0.4545454545454545,2019.0,2,1,2,1,40,7,10,5,4,5.0,4.0,0.06818181818181818,0.11473528929683655,0.15000000000000002,0.6052631578947368,0.40476190476190477,0.0015129930580343757,0.03280644199224575
0.059288537549407105,2021.0,2,1,2,19,12,264,12,4,3,5.0,5.0,0.06818181818181818,0.09867234879527945,0.1,0.11842105263157894,0.2857142857142857,0.01638713154619067,0.02984132747226148
0.35968379446640314,2013.0,2,1,2,1,34,86,3,5,4,5.0,4.0,0.06818181818181818,0.11473528929683655,0.30000000000000004,0.2394736842105263,0.40476190476190477,0.0021460685820130702,0.03280644199224575
0.47430830039525684,2009.0,2,0,0,19,34,201,10,5,4,5.0,4.0,0.25,0.34240288477298797,0.4,0.23684210526315788,0.40476190476190477,0.003412505063088301,0.17811866509334057
0.19367588932806323,2022.0,2,1,2,14,50,147,3,5,5,5.0,5.0,0.04545454545454544,0.016554663169972117,0.07500000000000001,0.5157894736842106,0.2857142857142857,0.0026344746146611995,0.010364933846825469
0.3162055335968379,2014.0,2,0,0,19,30,237,10,4,3,5.0,5.0,0.25,0.09867234879527945,0.275,0.22966507177033493,0.2857142857142857,0.002351559793139733,0.08170921995012037
0.06916996047430829,2019.0,1,0,6,19,34,89,10,5,2,5.0,4.0,0.04545454545454544,0.18029831175217173,0.15000000000000002,0.09210526315789473,0.40476190476190477,0.01883518203920632,0.03627294613951598
0.2964426877470355,2021.0,2,1,2,19,50,223,10,5,4,5.0,5.0,0.022727272727272735,0.08228159318144565,0.1,0.5921052631578947,0.2857142857142857,0.0023371643349314763,0.014713192166219304
0.24308300395256915,2019.0,2,0,2,1,7,282,10,5,4,5.0,4.0,0.11363636363636365,0.09834453368300278,0.15000000000000002,0.3236842105263158,0.40476190476190477,0.003320268797934418,0.04273049875300941
0.037549407114624504,2022.0,0,0,0,19,37,183,6,5,1,5.0,4.0,0.09090909090909091,0.2461891493197836,0.07500000000000001,0.09999999999999999,0.40476190476190477,0.04275354973815679,0.06744554951870918
0.5118577075098814,2009.0,2,1,2,1,4,270,5,1,4,5.0,2.0,0.06818181818181818,0.11473528929683655,0.4,0.2555921052631579,1.0,0.0012442211294983758,0.03280644199224575
0.17786561264822132,2019.0,2,1,2,19,22,151,4,5,5,5.0,5.0,0.022727272727272735,0.04950008195377806,0.15000000000000002,0.23684210526315788,0.2857142857142857,0.003719128322924184,0.010390867793064399
0.08695652173913043,2019.0,1,0,2,19,34,89,7,5,1,5.0,4.0,0.09090909090909091,0.11424356662842158,0.15000000000000002,0.11578947368421051,0.40476190476190477,0.011636630337465734,0.03960978055559157
0.14822134387351776,2019.0,2,0,0,17,50,284,5,5,1,5.0,4.0,0.09090909090909091,0.1753810850680216,0.15000000000000002,0.19736842105263158,0.40476190476190477,0.008178265457513984,0.052507596485085815
0.358695652173913,2014.0,2,0,2,0,34,86,10,5,0,5.0,4.0,0.04545454545454544,0.11424356662842158,0.275,0.26052631578947366,0.40476190476190477,0.0021487147002051976,0.025821565805227417
0.41501976284584974,2019.0,2,1,2,19,40,7,9,5,5,5.0,5.0,0.06818181818181818,0.11506310440911324,0.15000000000000002,0.5526315789473684,0.2857142857142857,0.0017448940543631727,0.03286695453346992
0.24505928853754938,2021.0,2,1,2,19,28,246,4,5,5,5.0,5.0,0.022727272727272735,0.04917226684150139,0.1,0.4894736842105263,0.2857142857142857,0.00245047052211905,0.010347644549332848
0.16798418972332013,2019.0,2,1,2,19,50,276,7,5,5,5.0,5.0,0.04545454545454544,0.03310932633994426,0.15000000000000002,0.22368421052631576,0.2857142857142857,0.003583641657434702,0.012984262416957342
0.18577075098814227,2019.0,2,1,2,19,15,121,5,0,4,5.0,5.0,0.06818181818181818,0.016390755613833796,0.15000000000000002,0.24736842105263157,0.2857142857142857,0.0027806669622837455,0.014652679624995136
0.266798418972332,2021.0,2,1,2,1,42,97,6,5,5,5.0,5.0,0.022727272727272735,0.016718570726110465,0.1,0.5328947368421052,0.2857142857142857,0.0016717742666386912,0.00606854341990949
0.07905138339920947,2022.0,2,0,2,19,50,216,10,5,1,5.0,5.0,0.06818181818181818,0.11489919685297492,0.07500000000000001,0.2105263157894737,0.2857142857142857,0.012923584301283942,0.03283669826285783
0.16403162055335965,2021.0,2,1,0,6,40,7,6,2,5,5.0,5.0,0.06818181818181818,0.09752499590231109,0.1,0.3276315789473684,0.2857142857142857,0.0053272571001165,0.029629533577976888
0.14031620553359683,2019.0,0,0,2,19,41,74,4,3,1,5.0,4.0,0.43181818181818177,0.3445336830027864,0.15000000000000002,0.1868421052631579,0.40476190476190477,0.01371079283704986,0.2826973033018236
0.40711462450592883,2012.0,2,0,2,19,28,211,6,5,4,5.0,4.0,0.13636363636363638,0.18029831175217173,0.325,0.25020242914979757,0.40476190476190477,0.0024635089390117157,0.07081696252977
0.275096837944664,2019.0,2,1,0,0,40,123,3,5,5,3.0,4.0,0.04545454545454544,0.09867234879527945,0.15000000000000002,0.3663131578947368,0.16666666666666663,0.0028355717716219155,0.02335784091252912
0.09683794466403162,2021.0,2,0,6,19,34,85,10,5,6,5.0,5.0,0.09090909090909091,0.07113587936403867,0.1,0.19342105263157894,0.2857142857142857,0.008504296145293489,0.030515610074473648
0.22553952569169958,2016.0,2,1,2,19,34,89,6,2,5,5.0,4.0,0.09090909090909091,0.11424356662842158,0.225,0.2002157894736842,0.40476190476190477,0.0039412151900744185,0.03960978055559157
0.005928853754940711,2023.0,2,0,4,19,34,95,10,2,1,5.0,5.0,0.2727272727272727,0.34436977544664804,0.05,0.02368421052631579,0.2857142857142857,0.34448841502879257,0.19185933427560004
0.2924901185770751,2016.0,2,1,2,19,38,233,3,5,1,5.0,5.0,0.04545454545454544,0.04950008195377806,0.225,0.2596491228070176,0.2857142857142857,0.0019138600503210974,0.015577657040850288
0.07509881422924901,2018.0,1,0,2,19,4,299,12,1,1,5.0,5.0,0.06818181818181818,0.09850844123914113,0.17500000000000002,0.08571428571428572,0.2857142857142857,0.012741292341025695,0.029811071201649393
0.0780790513833992,2008.0,2,1,2,0,41,75,5,5,2,2.0,2.0,0.38636363636363635,0.4100967054581216,0.42500000000000004,0.03669473684210526,0.2857142857142857,0.0288450254999115,0.2930708817973953
0.375494071146245,2009.0,0,0,0,19,30,134,10,1,1,5.0,5.0,0.1590909090909091,0.26339944271430915,0.4,0.1875,0.2857142857142857,0.0036676077356525253,0.10355856965641844
